Time [s],Value,Parity Error,Framing Error
0.093248000000000,0xFA,,
0.093335125000000,0x03,,
0.093422291666667,0x00,,
0.093509458333333,0x01,,
0.093596583333333,0x02,,
0.093683750000000,0xD8,,
0.093770875000000,0x0D,,
0.093858000000000,0x19,,
0.093945125000000,0xCC,,
0.094032291666667,0xFD,,
0.194393208333333,0xFA,,
0.194480333333333,0x03,,
0.194567500000000,0x00,,
0.194654625000000,0x01,,
0.194741791666667,0x02,,
0.194828916666667,0xD8,,
0.194916083333333,0x0D,,
0.195003250000000,0x1A,,
0.195090375000000,0xCF,,
0.195177500000000,0xFD,,
0.294700750000000,0xFA,,
0.294787916666667,0x03,,
0.294875041666667,0x00,,
0.294962166666667,0x01,,
0.295049333333333,0x02,,
0.295136458333333,0xD8,,
0.295223625000000,0x0D,,
0.295310791666667,0x1B,,
0.295397916666667,0xCE,,
0.295485083333333,0xFD,,
0.395010000000000,0xFA,,
0.395097125000000,0x03,,
0.395184291666667,0x00,,
0.395271416666667,0x01,,
0.395358583333333,0x02,,
0.395445708333333,0xD8,,
0.395532875000000,0x0D,,
0.395620000000000,0x1C,,
0.395707166666667,0xC9,,
0.395794333333333,0xFD,,
0.495320375000000,0xFA,,
0.495407500000000,0x03,,
0.495494666666667,0x00,,
0.495581791666667,0x01,,
0.495668916666667,0x02,,
0.495756083333333,0xD8,,
0.495843208333333,0x0D,,
0.495930333333333,0x1D,,
0.496017500000000,0xC8,,
0.496104625000000,0xFD,,
0.553038166666667,0xFA,,
0.553125333333333,0x18,,
0.553212458333333,0x03,,
0.553299625000000,0x01,,
0.553386750000000,0x00,,
0.553473875000000,0x0D,,
0.553561041666667,0x1E,,
0.553648166666667,0x09,,
0.553735333333333,0xFD,,
0.595890041666667,0xFA,,
0.595977166666667,0x03,,
0.596064291666667,0x00,,
0.596151458333333,0x01,,
0.596238583333333,0x02,,
0.596325750000000,0xD8,,
0.596412875000000,0x0D,,
0.596500041666667,0x1F,,
0.596587166666667,0xCA,,
0.596674333333333,0xFD,,
0.696195041666667,0xFA,,
0.696282166666667,0x03,,
0.696369291666667,0x00,,
0.696456458333333,0x01,,
0.696543583333333,0x02,,
0.696630708333333,0xD8,,
0.696717833333333,0x0D,,
0.696804958333333,0x20,,
0.696892083333333,0xF5,,
0.696979250000000,0xFD,,
0.796522041666667,0xFA,,
0.796609208333333,0x03,,
0.796696333333333,0x00,,
0.796783500000000,0x01,,
0.796870625000000,0x02,,
0.796957791666667,0xD8,,
0.797044916666667,0x0D,,
0.797132083333333,0x21,,
0.797219208333333,0xF4,,
0.797306375000000,0xFD,,
0.896829958333333,0xFA,,
0.896917125000000,0x03,,
0.897004250000000,0x00,,
0.897091375000000,0x01,,
0.897178541666667,0x02,,
0.897265666666667,0xD9,,
0.897352791666667,0x0D,,
0.897439916666667,0x22,,
0.897527041666667,0xF6,,
0.897614166666667,0xFD,,
0.996042250000000,0xFA,,
0.996129375000000,0x03,,
0.996216541666667,0x00,,
0.996303666666667,0x01,,
0.996390791666667,0x02,,
0.996477958333333,0xDA,,
0.996565083333333,0x0D,,
0.996652208333333,0x23,,
0.996739333333333,0xF4,,
0.996826500000000,0xFD,,
1.097433875000000,0xFA,,
1.097521041666667,0x03,,
1.097608208333333,0x00,,
1.097695333333333,0x01,,
1.097782500000000,0x02,,
1.097869666666667,0xDB,,
1.097956833333333,0x0D,,
1.098043958333333,0x24,,
1.098131125000000,0xF2,,
1.098218250000000,0xFD,,
1.196615166666667,0xFA,,
