Time [s],Value,Parity Error,Framing Error
0.097331875000000,0xFA,,
0.097419041666667,0x03,,
0.097506250000000,0x00,,
0.097593416666667,0x01,,
0.097680541666667,0x02,,
0.097767708333333,0xD8,,
0.097854875000000,0x0C,,
0.097942041666667,0x92,,
0.098029208333333,0x46,,
0.098116375000000,0xFD,,
0.197666875000000,0xFA,,
0.197754000000000,0x03,,
0.197841166666667,0x00,,
0.197928333333333,0x01,,
0.198015458333333,0x02,,
0.198102625000000,0xD8,,
0.198189791666667,0x0C,,
0.198276958333333,0x93,,
0.198364083333333,0x47,,
0.198451250000000,0xFD,,
0.297990625000000,0xFA,,
0.298077791666667,0x03,,
0.298164958333333,0x00,,
0.298252125000000,0x01,,
0.298339291666667,0x02,,
0.298426416666667,0xD8,,
0.298513583333333,0x0C,,
0.298600750000000,0x94,,
0.298687875000000,0x40,,
0.298775041666667,0xFD,,
0.398310291666667,0xFA,,
0.398397416666667,0x03,,
0.398484583333333,0x00,,
0.398571750000000,0x01,,
0.398658875000000,0x02,,
0.398746041666667,0xD8,,
0.398833208333333,0x0C,,
0.398920333333333,0x95,,
0.399007500000000,0x41,,
0.399094666666667,0xFD,,
0.498643125000000,0xFA,,
0.498730291666667,0x03,,
0.498817458333333,0x00,,
0.498904583333333,0x01,,
0.498991750000000,0x02,,
0.499078916666667,0xD8,,
0.499166083333333,0x0C,,
0.499253208333333,0x96,,
0.499340375000000,0x42,,
0.499427541666667,0xFD,,
0.598968500000000,0xFA,,
0.599055666666667,0x03,,
0.599142833333333,0x00,,
0.599230000000000,0x01,,
0.599317125000000,0x02,,
0.599404291666667,0xD8,,
0.599491416666667,0x0C,,
0.599578583333333,0x97,,
0.599665750000000,0x43,,
0.599752875000000,0xFD,,
0.699294583333333,0xFA,,
0.699381750000000,0x03,,
0.699468916666667,0x00,,
0.699556083333333,0x01,,
0.699643250000000,0x02,,
0.699730375000000,0xD8,,
0.699817541666667,0x0C,,
0.699904708333333,0x98,,
0.699991875000000,0x4C,,
0.700079041666667,0xFD,,
0.799637416666667,0xFA,,
0.799724583333333,0x03,,
0.799811750000000,0x00,,
0.799898916666667,0x01,,
0.799986083333333,0x02,,
0.800073250000000,0xD8,,
