Time [s],Value,Parity Error,Framing Error
0.091261208333333,0xFA,,
0.091347750000000,0x01,,
0.091434291666667,0xA0,,
0.091520875000000,0x04,,
0.091607416666667,0x06,,
0.091693958333333,0x82,,
0.091780500000000,0x21,,
0.091867041666667,0xFD,,
0.290488250000000,0xFA,,
0.290574833333333,0x01,,
0.290661416666667,0xA0,,
0.290747958333333,0x04,,
0.290834541666667,0x06,,
0.290921083333333,0x83,,
0.291007666666667,0x20,,
0.291094166666667,0xFD,,
0.490047500000000,0xFA,,
0.490134083333333,0x01,,
0.490220666666667,0xA0,,
0.490307291666667,0x04,,
0.490393875000000,0x06,,
0.490480416666667,0x84,,
0.490567000000000,0x27,,
0.490653583333333,0xFD,,
0.689482541666667,0xFA,,
0.689569125000000,0x01,,
0.689655708333333,0xA0,,
0.689742291666667,0x04,,
0.689828875000000,0x06,,
0.689915416666667,0x85,,
0.690001958333333,0x26,,
0.690088541666667,0xFD,,
0.888765375000000,0xFA,,
0.888851916666667,0x01,,
0.888938500000000,0xA0,,
0.889025041666667,0x04,,
0.889111625000000,0x06,,
0.889198250000000,0x86,,
0.889284875000000,0x25,,
0.889371458333333,0xFD,,
1.088335166666667,0xFA,,
1.088421708333333,0x01,,
1.088508250000000,0xA0,,
1.088594791666667,0x04,,
1.088681333333333,0x06,,
1.088767875000000,0x87,,
1.088854375000000,0x24,,
1.088940916666667,0xFD,,
1.287764833333333,0xFA,,
1.287851375000000,0x01,,
1.287937916666667,0xA0,,
1.288024500000000,0x04,,
1.288111041666667,0x06,,
1.288197625000000,0x88,,
1.288284166666667,0x2B,,
1.288370750000000,0xFD,,
1.487197625000000,0xFA,,
1.487284208333333,0x01,,
1.487370750000000,0xA0,,
1.487457333333333,0x04,,
1.487543875000000,0x06,,
1.487630458333333,0x89,,
1.487717000000000,0x2A,,
1.487803583333333,0xFD,,
1.686633166666667,0xFA,,
1.686719666666667,0x01,,
1.686806208333333,0xA0,,
1.686892708333333,0x04,,
1.686979208333333,0x06,,
1.687065750000000,0x8A,,
1.687152291666667,0x29,,
1.687238833333333,0xFD,,
1.885896625000000,0xFA,,
1.885983125000000,0x01,,
1.886069666666667,0xA0,,
1.886156208333333,0x04,,
1.886242750000000,0x06,,
1.886329291666667,0x8B,,
1.886415833333333,0x28,,
1.886502416666667,0xFD,,
2.085440208333333,0xFA,,
2.085526750000000,0x01,,
2.085613291666667,0xA0,,
2.085699833333333,0x04,,
2.085786333333334,0x06,,
2.085872875000000,0x8C,,
2.085959416666667,0x2F,,
2.086045958333334,0xFD,,
2.284824708333333,0xFA,,
2.284911250000000,0x01,,
2.284997833333333,0xA0,,
2.285084375000000,0x04,,
2.285170958333334,0x06,,
2.285257541666667,0x8D,,
2.285344083333333,0x2E,,
2.285430625000000,0xFD,,
2.484250208333334,0xFA,,
2.484336791666667,0x01,,
2.484423375000000,0xA0,,
2.484509916666667,0x04,,
2.484596458333333,0x06,,
2.484683000000000,0x8E,,
2.484769541666667,0x2D,,
2.484856083333333,0xFD,,
2.683690666666667,0xFA,,
2.683777250000000,0x01,,
2.683863791666667,0xA0,,
2.683950375000000,0x04,,
2.684036958333333,0x06,,
2.684123500000000,0x8F,,
2.684210083333333,0x2C,,
2.684296666666667,0xFD,,
2.882932375000000,0xFA,,
2.883018916666667,0x01,,
2.883105416666667,0xA0,,
2.883191958333333,0x04,,
2.883278458333333,0x06,,
2.883364958333333,0x90,,
2.883451458333333,0x33,,
2.883538000000000,0xFD,,
