Time [s],Value,Parity Error,Framing Error
0.090282541666667,0xFA,,
0.090369500000000,0x03,,
0.090456458333333,0x00,,
0.090543416666667,0x01,,
0.090630416666667,0x02,,
0.090717375000000,0xB0,,
0.090804333333333,0x01,,
0.090891291666667,0x39,,
0.090978291666667,0x88,,
0.091065250000000,0xFD,,
0.190397500000000,0xFA,,
0.190484500000000,0x03,,
0.190571458333333,0x00,,
0.190658458333333,0x01,,
0.190745416666667,0x02,,
0.190832416666667,0xB0,,
0.190919375000000,0x01,,
0.191006333333333,0x3A,,
0.191093333333333,0x8B,,
0.191180291666667,0xFD,,
0.290514541666667,0xFA,,
0.290601541666667,0x03,,
0.290688500000000,0x00,,
0.290775500000000,0x01,,
0.290862458333333,0x02,,
0.290949458333333,0xB0,,
0.291036416666667,0x01,,
0.291123416666667,0x3B,,
0.291210416666667,0x8A,,
0.291297416666667,0xFD,,
0.390642916666667,0xFA,,
0.390729916666667,0x03,,
0.390816875000000,0x00,,
0.390903875000000,0x01,,
0.390990833333333,0x02,,
0.391077791666667,0xB0,,
0.391164791666667,0x01,,
0.391251791666667,0x3C,,
0.391338750000000,0x8D,,
0.391425750000000,0xFD,,
0.490759250000000,0xFA,,
0.490846208333333,0x03,,
0.490933166666667,0x00,,
0.491020125000000,0x01,,
0.491107125000000,0x02,,
0.491194083333333,0xB0,,
0.491281041666667,0x01,,
0.491368000000000,0x3D,,
0.491454958333333,0x8C,,
0.491541958333333,0xFD,,
0.590878833333333,0xFA,,
0.590965833333333,0x03,,
0.591052791666667,0x00,,
0.591139750000000,0x01,,
0.591226708333333,0x02,,
0.591313708333333,0xB0,,
0.591400666666667,0x01,,
0.591487666666667,0x3E,,
0.591574625000000,0x8F,,
0.591661583333333,0xFD,,
0.690996041666667,0xFA,,
0.691083000000000,0x03,,
0.691169958333333,0x00,,
0.691256958333333,0x01,,
0.691343916666667,0x02,,
0.691430916666667,0xB0,,
0.691517875000000,0x01,,
0.691604875000000,0x3F,,
0.691691833333333,0x8E,,
0.691778791666667,0xFD,,
0.791113833333333,0xFA,,
0.791200833333333,0x03,,
0.791287791666667,0x00,,
0.791374791666667,0x01,,
0.791461791666667,0x02,,
0.791548750000000,0xB0,,
0.791635750000000,0x01,,
0.791722708333333,0x40,,
0.791809666666667,0xF1,,
0.791896625000000,0xFD,,
0.891225625000000,0xFA,,
0.891312625000000,0x03,,
0.891399625000000,0x00,,
0.891486583333333,0x01,,
0.891573583333333,0x02,,
0.891660583333333,0xB0,,
0.891747541666667,0x01,,
0.891834541666667,0x41,,
0.891921500000000,0xF0,,
0.892008500000000,0xFD,,
