Time [s],Value,Parity Error,Framing Error
0.000675791666667,0xFA,,
0.000762958333333,0x03,,
0.000850083333333,0x00,,
0.000937208333333,0x01,,
0.001024375000000,0x02,,
0.001111458333333,0xDB,,
0.001198583333333,0x09,,
0.001285708333333,0x96,,
0.001372833333333,0x44,,
0.001459958333333,0xFD,,
0.100969916666667,0xFA,,
0.101057041666667,0x03,,
0.101144166666667,0x00,,
0.101231291666667,0x01,,
0.101318416666667,0x02,,
0.101405541666667,0xDB,,
0.101492666666667,0x09,,
0.101579750000000,0x97,,
0.101666875000000,0x45,,
0.101754000000000,0xFD,,
0.201273541666667,0xFA,,
0.201360666666667,0x03,,
0.201447791666667,0x00,,
0.201534916666667,0x01,,
0.201622041666667,0x02,,
0.201709166666667,0xDB,,
0.201796291666667,0x09,,
0.201883416666667,0x98,,
0.201970583333333,0x4A,,
0.202057708333333,0xFD,,
0.301567541666667,0xFA,,
0.301654666666667,0x03,,
0.301741833333333,0x00,,
0.301828958333333,0x01,,
0.301916083333333,0x02,,
0.302003208333333,0xDB,,
0.302090375000000,0x09,,
0.302177500000000,0x99,,
0.302264625000000,0x4B,,
0.302351750000000,0xFD,,
0.401865250000000,0xFA,,
0.401952375000000,0x03,,
0.402039541666667,0x00,,
0.402126666666667,0x01,,
0.402213791666667,0x02,,
0.402300958333333,0xDB,,
0.402388083333333,0x09,,
0.402475250000000,0x9A,,
0.402562375000000,0x48,,
0.402649500000000,0xFD,,
0.502161125000000,0xFA,,
0.502248250000000,0x03,,
0.502335375000000,0x00,,
0.502422500000000,0x01,,
0.502509666666667,0x02,,
0.502596791666667,0xDB,,
0.502683916666667,0x09,,
0.502771041666667,0x9B,,
0.502858208333333,0x49,,
0.502945333333333,0xFD,,
0.602459125000000,0xFA,,
0.602546250000000,0x03,,
0.602633375000000,0x00,,
0.602720541666667,0x01,,
0.602807666666667,0x02,,
0.602894791666667,0xDB,,
0.602981916666667,0x09,,
0.603069041666667,0x9C,,
0.603156208333333,0x4E,,
0.603243333333333,0xFD,,
0.702763958333333,0xFA,,
0.702851125000000,0x03,,
0.702938250000000,0x00,,
0.703025375000000,0x01,,
0.703112500000000,0x02,,
0.703199625000000,0xDB,,
0.703286791666667,0x09,,
0.703373958333333,0x9D,,
0.703461083333333,0x4F,,
0.703548250000000,0xFD,,
0.803059083333333,0xFA,,
0.803146208333333,0x03,,
